timestamp,latitude,longitude,event_type
2001-01-01,21.1982964,81.4007922,crime
2001-01-01,,,crime
2001-01-01,19.0870758,82.0235715,crime
2001-01-01,22.0090841,82.578896,crime
2001-01-01,22.770251,83.9708013,crime
2001-01-01,20.2692747,81.4932111,crime
2001-01-01,22.0059254,81.2332055,crime
2001-01-01,22.5198217,82.6350029,crime
2001-01-01,23.476254,82.4776374,crime
2001-01-01,21.1922846,82.4890263,crime
2001-01-01,22.2361795,83.3529534,crime
2001-01-01,21.2380912,81.6336993,crime
2001-01-01,21.0684424,80.7970779,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,15.6044413,74.0017241,crime
2001-01-01,15.219624,74.1159085,crime
2001-01-01,15.2784811,73.9304516,crime
2001-01-01,,,crime
2001-01-01,22.5809103,72.9784557,crime
2001-01-01,20.7587262,73.6873533,crime
2001-01-01,21.4176122,71.249609,crime
2001-01-01,22.5586555,72.9627227,crime
2001-01-01,21.7080427,72.9956936,crime
2001-01-01,21.7718836,72.1416449,crime
2001-01-01,22.9194099,74.1342725,crime
2001-01-01,23.2232877,72.6492267,crime
2001-01-01,23.5971246,72.9588273,crime
2001-01-01,22.4732415,70.0552102,crime
2001-01-01,21.5220416,70.4582458,crime
2001-01-01,,,crime
2001-01-01,23.583333,70.0,crime
2001-01-01,23.6012628,72.3741516,crime
2001-01-01,21.7392624,73.6262458,crime
2001-01-01,20.952407,72.9323831,crime
2001-01-01,24.1709794,72.4366375,crime
2001-01-01,22.6978098,73.5980682,crime
2001-01-01,23.773753,71.6798581,crime
2001-01-01,21.6409,69.611,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,22.8251395,71.6209736,crime
2001-01-01,,,crime
2001-01-01,22.3787855,73.1167949,crime
2001-01-01,20.4321957,73.1409893,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,30.3843674,76.770421,crime
2001-01-01,28.7931703,76.1391283,crime
2001-01-01,28.4031478,77.3105561,crime
2001-01-01,29.5359209,75.5752901,crime
2001-01-01,,,crime
2001-01-01,28.4646148,77.0299194,crime
2001-01-01,29.813025,76.4776537,crime
2001-01-01,28.5964461,76.6505366,crime
2001-01-01,29.3152073,76.314082,crime
2001-01-01,29.7996588,76.3989903,crime
2001-01-01,29.7255766,76.9106924,crime
2001-01-01,29.9693747,76.8482787,crime
2001-01-01,28.132697,76.1697448,crime
2001-01-01,30.6975401,76.8551066,crime
2001-01-01,29.3912753,76.9771675,crime
2001-01-01,28.1956468,76.6165179,crime
2001-01-01,28.9010899,76.5801935,crime
2001-01-01,29.6063041,74.9036568,crime
2001-01-01,28.9953758,77.0233627,crime
2001-01-01,30.1231349,77.286329,crime
2001-01-01,,,crime
2001-01-01,31.3380959,76.7611631,crime
2001-01-01,32.6923316,76.1631552,crime
2001-01-01,,,crime
2001-01-01,31.6539865,76.5403633,crime
2001-01-01,32.0768665,76.2985872,crime
2001-01-01,31.593013,78.3281417,crime
2001-01-01,31.9578974,77.1089232,crime
2001-01-01,32.5015861,77.5789891,crime
2001-01-01,31.6516617,77.0092542,crime
2001-01-01,31.1041526,77.1709729,crime
2001-01-01,30.6991321,77.4465304,crime
2001-01-01,30.9077569,77.1023645,crime
2001-01-01,31.5834642,76.2351452,crime
2001-01-01,,,crime
2001-01-01,33.74611,75.1854475,crime
2001-01-01,33.9218492,75.0144663,crime
2001-01-01,34.2086903,74.343498,crime
2001-01-01,32.7514328,74.8235121,crime
2001-01-01,33.9098746,74.6270357,crime
2001-01-01,34.0714255,74.8032176,crime
2001-01-01,34.0714255,74.8032176,crime
2001-01-01,33.13261,75.5890079,crime
2001-01-01,34.2099313,74.7769273,crime
2001-01-01,32.7185614,74.8580917,crime
2001-01-01,32.7045476,74.871206,crime
2001-01-01,32.3901836,75.5251452,crime
2001-01-01,33.6446899,75.0188432,crime
2001-01-01,34.5140696,74.191367,crime
2001-01-01,34.163656,77.5840148,crime
2001-01-01,33.7670004,74.0957143,crime
2001-01-01,33.87836,74.899965,crime
2001-01-01,,,crime
2001-01-01,33.3772495,74.3132332,crime
2001-01-01,33.2116371,75.2050989,crime
2001-01-01,33.0691032,74.8378698,crime
2001-01-01,34.0747444,74.8204443,crime
2001-01-01,32.9219726,75.1331482,crime
2001-01-01,33.1379171,73.6940956,crime
2001-01-01,23.6991279,85.9910689,crime
2001-01-01,22.5483518,85.8188876,crime
2001-01-01,24.1062316,84.8623379,crime
2001-01-01,24.4898318,86.6990182,crime
2001-01-01,23.7952809,86.4309638,crime
2001-01-01,,,crime
2001-01-01,24.2677937,87.2485495,crime
2001-01-01,24.053577,83.6526818,crime
2001-01-01,24.3314546,86.1548117,crime
2001-01-01,24.8645886,87.2984838,crime
2001-01-01,23.1603759,84.4599565,crime
2001-01-01,24.0866962,85.4912231,crime
2001-01-01,22.8015194,86.2029579,crime
2001-01-01,,,crime
2001-01-01,23.9801639,86.9243637,crime
2001-01-01,24.4931239,85.5560811,crime
2001-01-01,23.6880057,84.4969551,crime
2001-01-01,,,crime
2001-01-01,24.5325908,87.593232,crime
2001-01-01,24.2212983,84.1725565,crime
2001-01-01,23.3700501,85.3250387,crime
2001-01-01,25.0320437,87.691764,crime
2001-01-01,22.7464225,85.9168929,crime
2001-01-01,22.5904573,84.5464805,crime
2001-01-01,,,crime
2001-01-01,16.1793224,75.6999315,crime
2001-01-01,,,crime
2001-01-01,13.0010872,77.3361225,crime
2001-01-01,15.8572666,74.5069343,crime
2001-01-01,15.1430224,76.9173277,crime
2001-01-01,18.0207297,77.2487204,crime
2001-01-01,16.8269911,75.7175387,crime
2001-01-01,11.8074406,76.6925626,crime
2001-01-01,,,crime
2001-01-01,14.3049174,76.5296667,crime
2001-01-01,12.8827367,75.0309089,crime
2001-01-01,14.2558835,75.8303421,crime
2001-01-01,,,crime
2001-01-01,15.4719606,74.9893498,crime
2001-01-01,15.416692,75.6815801,crime
2001-01-01,17.3310003,76.8334228,crime
2001-01-01,13.0301852,76.1744968,crime
2001-01-01,14.7180267,75.3656423,crime
2001-01-01,13.0812545,78.3588533,crime
2001-01-01,12.3827332,75.6640715,crime
2001-01-01,13.1805066,78.2669329,crime
2001-01-01,15.5748238,76.3118494,crime
2001-01-01,12.6368939,76.7275477,crime
2001-01-01,,,crime
2001-01-01,12.3120575,76.6587557,crime
2001-01-01,16.0547194,76.9003647,crime
2001-01-01,15.3552989,75.1459121,crime
2001-01-01,14.0556502,75.2380553,crime
2001-01-01,13.3400771,77.1006208,crime
2001-01-01,13.5269784,74.8731879,crime
2001-01-01,,,crime
2001-01-01,12.9865791,77.5403594,crime
2001-01-01,9.5649344,76.5444815,crime
2001-01-01,,,crime
2001-01-01,9.9837257,76.2740001,crime
2001-01-01,9.8154785,76.9991599,crime
2001-01-01,11.8763836,75.3737973,crime
2001-01-01,12.4914722,74.9877613,crime
2001-01-01,8.8870815,76.5907017,crime
2001-01-01,9.6287383,76.6455326,crime
2001-01-01,11.2450558,75.7754716,crime
2001-01-01,11.1068448,76.1099551,crime
2001-01-01,10.7873691,76.4742172,crime
2001-01-01,9.2780841,76.9737443,crime
2001-01-01,9.9464242,76.3008895,crime
2001-01-01,10.5270099,76.214621,crime
2001-01-01,8.4882267,76.947551,crime
2001-01-01,10.8942004,75.927851,crime
2001-01-01,9.9581484,76.2895989,crime
2001-01-01,21.8611589,80.3237105,crime
2001-01-01,21.7514248,74.8915957,crime
2001-01-01,21.8797472,77.8753651,crime
2001-01-01,26.3518828,78.6863189,crime
2001-01-01,23.2584857,77.401989,crime
2001-01-01,,,crime
2001-01-01,24.7606089,79.6781776,crime
2001-01-01,22.2071897,78.798833,crime
2001-01-01,23.7981005,79.5419356,crime
2001-01-01,23.9348098,79.6440203,crime
2001-01-01,22.8057498,76.2940408,crime
2001-01-01,22.5786572,75.2258637,crime
2001-01-01,22.9070871,80.8846924,crime
2001-01-01,24.5001772,77.2600959,crime
2001-01-01,26.2037247,78.1573628,crime
2001-01-01,22.2427973,77.1179173,crime
2001-01-01,22.7545538,77.7198249,crime
2001-01-01,22.7203616,75.8681996,crime
2001-01-01,,,crime
2001-01-01,23.1701522,79.9324505,crime
2001-01-01,,,crime
2001-01-01,22.8869652,74.7243249,crime
2001-01-01,23.7176393,80.2610181,crime
2001-01-01,21.8203752,76.3555424,crime
2001-01-01,21.8322667,75.6179653,crime
2001-01-01,22.6871074,80.5816341,crime
2001-01-01,24.2628148,75.385692,crime
2001-01-01,26.3849794,77.8612721,crime
2001-01-01,22.934556,79.0867849,crime
2001-01-01,24.6305517,75.1829,crime
2001-01-01,24.4498931,80.1462723,crime
2001-01-01,23.2675909,78.1727134,crime
2001-01-01,23.8716706,76.7744703,crime
2001-01-01,23.50222,74.9551534,crime
2001-01-01,24.7560846,81.3810574,crime
2001-01-01,23.8083076,78.758254,crime
2001-01-01,24.6954445,80.7770348,crime
2001-01-01,22.2748109,79.7202522,crime
2001-01-01,23.3002343,81.364771,crime
2001-01-01,23.4171001,76.6074794,crime
2001-01-01,25.7499266,76.9212945,crime
2001-01-01,25.3741215,77.8278866,crime
2001-01-01,24.2112687,81.7000415,crime
2001-01-01,25.6724156,78.1043815,crime
2001-01-01,24.8552105,79.0472546,crime
2001-01-01,23.1885131,75.7716562,crime
2001-01-01,23.8699867,79.5527381,crime
2001-01-01,23.8463003,77.8370209,crime
2001-01-01,22.7531535,75.9043543,crime
2001-01-01,19.1627725,74.8580243,crime
2001-01-01,20.7618123,77.1921157,crime
2001-01-01,,,crime
2001-01-01,21.1533946,79.0085472,crime
2001-01-01,,,crime
2001-01-01,19.8993677,75.3530128,crime
2001-01-01,18.9918442,75.909784,crime
2001-01-01,21.1225869,79.794509,crime
2001-01-01,20.562845,76.4086986,crime
2001-01-01,20.0967555,79.5045475,crime
2001-01-01,21.1305215,74.4900614,crime
2001-01-01,19.7590704,80.1622807,crime
2001-01-01,21.455228,80.1962729,crime
2001-01-01,19.5431163,77.1739432,crime
2001-01-01,20.8428826,75.5261246,crime
2001-01-01,19.918833,75.8708599,crime
2001-01-01,16.7028412,74.2405329,crime
2001-01-01,18.3553347,76.7548997,crime
2001-01-01,19.054999,72.8692035,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,21.138207,78.8107311,crime
2001-01-01,19.0940088,77.4831922,crime
2001-01-01,21.5141622,74.5405513,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,19.0308262,73.0198537,crime
2001-01-01,18.2822454,76.0588166,crime
2001-01-01,19.2901981,76.6026443,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,18.5435175,73.8220743,crime
2001-01-01,18.4928092,73.138071,crime
2001-01-01,17.2826079,73.4569787,crime
2001-01-01,17.1726928,74.5867654,crime
2001-01-01,17.6361289,74.2982781,crime
2001-01-01,16.1357193,73.6522086,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,20.8256231,78.6131455,crime
2001-01-01,20.2874178,77.2369655,crime
2001-01-01,20.0638677,78.3565663,crime
2001-01-01,18.9576821,72.821319,crime
2001-01-01,24.6267287,93.7600454,crime
2001-01-01,24.3312009,94.0011081,crime
2001-01-01,24.3468839,93.6994143,crime
2001-01-01,24.8328129,94.0166864,crime
2001-01-01,24.7590802,93.8617365,crime
2001-01-01,25.3933697,94.1501773,crime
2001-01-01,24.9858596,93.5039967,crime
2001-01-01,24.6252503,94.0083522,crime
2001-01-01,25.0982654,94.363167,crime
2001-01-01,,,crime
2001-01-01,25.5,90.5,crime
2001-01-01,25.4619335,90.3223116,crime
2001-01-01,25.486538,90.3203446,crime
2001-01-01,25.5,92.25,crime
2001-01-01,25.5713998,91.8770176,crime
2001-01-01,25.5498782,90.8377048,crime
2001-01-01,25.8764026,91.8567574,crime
2001-01-01,,,crime
2001-01-01,23.7277631,92.7179947,crime
2001-01-01,23.6317319,93.3493185,crime
2001-01-01,24.2339647,92.6749651,crime
2001-01-01,22.3913377,92.7397189,crime
2001-01-01,22.9519972,92.6338827,crime
2001-01-01,23.7564387,92.4515374,crime
2001-01-01,22.488034,92.9813358,crime
2001-01-01,23.3052514,92.8455123,crime
2001-01-01,,,crime
2001-01-01,25.9041378,93.7177609,crime
2001-01-01,25.8113822,94.8494968,crime
2001-01-01,25.6618755,94.1019156,crime
2001-01-01,26.4795861,94.5105275,crime
2001-01-01,26.666667,95.0,crime
2001-01-01,25.4502306,93.6001154,crime
2001-01-01,25.6514473,94.3809788,crime
2001-01-01,26.2342107,94.741553,crime
2001-01-01,26.2422509,94.1921153,crime
2001-01-01,26.0123802,94.5123719,crime
2001-01-01,,,crime
2001-01-01,21.102538,84.9536825,crime
2001-01-01,21.5006421,86.919884,crime
2001-01-01,21.3335004,83.6190492,crime
2001-01-01,21.4930851,86.6327298,crime
2001-01-01,20.9854052,86.5934226,crime
2001-01-01,20.7502257,83.2499464,crime
2001-01-01,20.6407463,83.9969704,crime
2001-01-01,20.4686,85.8792,crime
2001-01-01,21.5370786,84.7301184,crime
2001-01-01,20.8351494,85.6022305,crime
2001-01-01,19.1966026,84.1930634,crime
2001-01-01,19.6090067,84.7080633,crime
2001-01-01,20.2593872,86.1660878,crime
2001-01-01,20.8746788,86.1215393,crime
2001-01-01,21.8019368,83.9713964,crime
2001-01-01,19.8265756,83.0408702,crime
2001-01-01,20.1306939,84.0790476,crime
2001-01-01,20.5475164,86.5296168,crime
2001-01-01,21.5,85.5,crime
2001-01-01,20.1531141,85.7076331,crime
2001-01-01,18.7232023,82.6100596,crime
2001-01-01,,,crime
2001-01-01,21.9156338,86.3961824,crime
2001-01-01,20.2393682,85.050728,crime
2001-01-01,,,crime
2001-01-01,20.5412657,82.5292352,crime
2001-01-01,19.8343066,85.6853295,crime
2001-01-01,19.4426698,83.5873053,crime
2001-01-01,22.2309255,84.8678705,crime
2001-01-01,21.5570606,84.1528515,crime
2001-01-01,20.8453864,83.909083,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,22.0605153,83.9359154,crime
2001-01-01,19.7984304,85.6654339,crime
2001-01-01,31.6356659,74.8787496,crime
2001-01-01,30.3716802,75.5039887,crime
2001-01-01,31.8193025,75.1999941,crime
2001-01-01,30.206791,74.9463699,crime
2001-01-01,30.6014507,74.7950176,crime
2001-01-01,30.6634041,76.3803,crime
2001-01-01,30.6839733,76.3594033,crime
2001-01-01,31.7527223,72.9571173,crime
2001-01-01,31.9037264,75.2275587,crime
2001-01-01,31.6092942,75.8459754,crime
2001-01-01,30.8041704,75.4753645,crime
2001-01-01,31.2922312,75.5678878,crime
2001-01-01,31.3856476,75.3053304,crime
2001-01-01,30.700625,76.2220763,crime
2001-01-01,30.9090157,75.851601,crime
2001-01-01,31.7565085,74.9567976,crime
2001-01-01,29.8764133,75.4889564,crime
2001-01-01,30.7877554,75.159359,crime
2001-01-01,30.4692,74.5182,crime
2001-01-01,,,crime
2001-01-01,30.2092777,76.3397231,crime
2001-01-01,30.9688367,76.526088,crime
2001-01-01,30.135717,75.8533326,crime
2001-01-01,31.3212453,74.8416687,crime
2001-01-01,31.4774901,74.3432008,crime
2001-01-01,26.4691,74.639,crime
2001-01-01,27.4140048,76.6170387,crime
2001-01-01,23.4915046,74.3502172,crime
2001-01-01,24.9208165,76.6821985,crime
2001-01-01,25.5814853,71.1924922,crime
2001-01-01,27.0246959,77.2920116,crime
2001-01-01,25.4891177,74.3300726,crime
2001-01-01,28.0159286,73.3171367,crime
2001-01-01,25.4367659,75.7361471,crime
2001-01-01,24.7171578,74.4718129,crime
2001-01-01,28.2047781,74.6912996,crime
2001-01-01,26.8048658,76.4437457,crime
2001-01-01,26.7010642,77.896749,crime
2001-01-01,23.8538893,73.7087177,crime
2001-01-01,26.4526965,74.6535431,crime
2001-01-01,29.9049489,73.8792934,crime
2001-01-01,29.3659533,74.298429,crime
2001-01-01,26.9154576,75.8189817,crime
2001-01-01,26.9116615,70.9124888,crime
2001-01-01,25.2718629,72.4388121,crime
2001-01-01,24.3132368,76.5221078,crime
2001-01-01,28.0810679,75.3792478,crime
2001-01-01,26.2967719,73.0351433,crime
2001-01-01,26.4530971,77.0160461,crime
2001-01-01,25.1737019,75.8574194,crime
2001-01-01,26.9873443,73.7389011,crime
2001-01-01,25.455221,73.419389,crime
2001-01-01,25.2892459,73.8241077,crime
2001-01-01,26.1137182,76.4240637,crime
2001-01-01,27.6625058,75.0279905,crime
2001-01-01,24.8114047,72.8300257,crime
2001-01-01,26.122266,75.8238631,crime
2001-01-01,24.578721,73.6862571,crime
2001-01-01,,,crime
2001-01-01,27.5858069,88.1101127,crime
2001-01-01,27.666667,88.5,crime
2001-01-01,27.333333,88.416667,crime
2001-01-01,27.9820852,88.6848163,crime
2001-01-01,,,crime
2001-01-01,11.1530559,79.2585797,crime
2001-01-01,,,crime
2001-01-01,13.0836939,80.270186,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,11.520207,79.3396356,crime
2001-01-01,12.145613,78.1132217,crime
2001-01-01,10.4256897,77.815664,crime
2001-01-01,11.4905281,77.3505274,crime
2001-01-01,12.9647163,79.9839686,crime
2001-01-01,8.079252,77.5499338,crime
2001-01-01,10.8217671,78.3828654,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,10.6026202,79.7619348,crime
2001-01-01,11.3033889,78.118604,crime
2001-01-01,11.4449997,76.69752,crime
2001-01-01,11.2902641,78.9300404,crime
2001-01-01,10.3826515,78.8191259,crime
2001-01-01,9.5,78.5,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,9.9650599,78.7204283,crime
2001-01-01,10.659037,79.2014278,crime
2001-01-01,9.8692558,77.4222974,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,13.2537619,80.0562572,crime
2001-01-01,9.539867,77.6197904,crime
2001-01-01,10.6878621,79.4979437,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,12.9021849,79.061104,crime
2001-01-01,11.9398285,79.4945645,crime
2001-01-01,9.4926289,77.8631831,crime
2001-01-01,13.0773865,80.2107125,crime
2001-01-01,23.8253158,91.9732227,crime
2001-01-01,24.0921476,92.2451214,crime
2001-01-01,23.1708278,91.638817,crime
2001-01-01,23.9153329,91.3879341,crime
2001-01-01,,,crime
2001-01-01,27.1752554,78.0098161,crime
2001-01-01,27.8761073,78.1358153,crime
2001-01-01,25.4381302,81.8338005,crime
2001-01-01,26.4045941,82.6065154,crime
2001-01-01,26.6558215,79.5160757,crime
2001-01-01,26.023639,83.0293105,crime
2001-01-01,28.0649367,79.043832,crime
2001-01-01,29.0374779,77.3062737,crime
2001-01-01,27.7343823,81.47654,crime
2001-01-01,25.8749594,84.1210329,crime
2001-01-01,27.4476988,82.3956245,crime
2001-01-01,25.4438537,80.5595237,crime
2001-01-01,26.9421406,81.3856087,crime
2001-01-01,28.4582344,79.4047452,crime
2001-01-01,26.8387083,82.5350919,crime
2001-01-01,29.4074203,78.4821406,crime
2001-01-01,28.5246712,77.5996529,crime
2001-01-01,,,crime
2001-01-01,25.2158257,80.9164001,crime
2001-01-01,26.4239911,83.7638578,crime
2001-01-01,27.5550357,78.5992221,crime
2001-01-01,26.7155629,79.0917098,crime
2001-01-01,26.7807986,82.1486589,crime
2001-01-01,27.3700748,79.620752,crime
2001-01-01,25.8348023,80.9154547,crime
2001-01-01,27.1941954,78.4604956,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,28.7749966,77.4586967,crime
2001-01-01,25.6034862,83.5075888,crime
2001-01-01,27.1103723,81.9238906,crime
2001-01-01,26.6677977,83.3642334,crime
2001-01-01,25.75,80.0,crime
2001-01-01,27.3369978,80.0998232,crime
2001-01-01,27.5724324,78.1116209,crime
2001-01-01,27.2141797,77.9884153,crime
2001-01-01,26.1048633,79.3919136,crime
2001-01-01,25.7967065,82.4888992,crime
2001-01-01,25.529855,78.6527802,crime
2001-01-01,26.9986675,79.6927946,crime
2001-01-01,26.4585639,79.8548052,crime
2001-01-01,26.4410107,80.2652803,crime
2001-01-01,25.5342456,81.4493567,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,24.6999688,78.51862,crime
2001-01-01,26.8381,80.9346001,crime
2001-01-01,27.0936024,83.5660681,crime
2001-01-01,25.3615938,79.706011,crime
2001-01-01,27.2093072,79.0625369,crime
2001-01-01,27.4955539,77.6855554,crime
2001-01-01,26.0390904,83.4985846,crime
2001-01-01,29.0018557,77.7679671,crime
2001-01-01,24.9316896,82.6280163,crime
2001-01-01,28.8796553,78.8095335,crime
2001-01-01,29.4496978,77.7429333,crime
2001-01-01,28.4947158,80.1076122,crime
2001-01-01,25.75,81.75,crime
2001-01-01,,,crime
2001-01-01,28.7934728,79.1845806,crime
2001-01-01,29.9856799,77.5040646,crime
2001-01-01,,,crime
2001-01-01,27.9128583,79.7476254,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,27.5026747,80.8335139,crime
2001-01-01,24.4148159,83.0637517,crime
2001-01-01,,,crime
2001-01-01,26.2604732,82.2380532,crime
2001-01-01,26.5673264,80.6198193,crime
2001-01-01,25.3356491,83.0076292,crime
2001-01-01,,,crime
2001-01-01,29.7026509,79.4326318,crime
2001-01-01,30.0087902,79.9280183,crime
2001-01-01,30.4985956,79.6190537,crime
2001-01-01,29.235032,80.1023068,crime
2001-01-01,30.3255646,78.0436813,crime
2001-01-01,29.9384473,78.1452985,crime
2001-01-01,29.3905295,79.460869,crime
2001-01-01,29.8473168,78.7070479,crime
2001-01-01,29.585871,80.215167,crime
2001-01-01,,,crime
2001-01-01,30.4658181,78.4837349,crime
2001-01-01,,,crime
2001-01-01,30.9635733,78.6362521,crime
2001-01-01,,,crime
2001-01-01,22.5917501,88.4123271,crime
2001-01-01,22.4574871,88.3841244,crime
2001-01-01,23.6871297,86.9746587,crime
2001-01-01,23.132377,87.2081925,crime
2001-01-01,24.0621532,87.6982823,crime
2001-01-01,23.2495714,87.8681751,crime
2001-01-01,26.340623,89.4812163,crime
2001-01-01,25.385807,88.5063362,crime
2001-01-01,27.0377554,88.263176,crime
2001-01-01,22.9099402,88.0120825,crime
2001-01-01,22.5736296,88.3251045,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,26.6262805,88.7334485,crime
2001-01-01,22.5726459,88.3638953,crime
2001-01-01,25.0057449,88.1398483,crime
2001-01-01,22.4205314,87.3219109,crime
2001-01-01,24.1745993,88.2721335,crime
2001-01-01,23.4847374,88.5567067,crime
2001-01-01,23.2020967,86.3228988,crime
2001-01-01,,,crime
2001-01-01,,,crime
2001-01-01,25.8721428,87.961986,crime
2001-01-01,22.6367116,88.3524277,crime
2001-01-01,12.6528875,92.779661,crime
